,E,N,namewithoutadditions
32247,2714112.183,1236318.376,Frohberg
32248,2714498.137,1236705.522,Zimmerholz
32249,2714298.991,1236586.716,Gibel
32250,2714481.297,1237015.571,Bannholz
32251,2713127.888,1237100.33,Lauf
32252,2713614.91,1236617.182,Strickel
32253,2713135.521,1237475.213,Hittenberg
32254,2715105.693,1236600.516,Schlossbüel
32255,2714812.769,1236736.212,Gibelhof
32256,2714319.135,1236836.31,Auenhof
32257,2715198.207,1235618.239,Matten
32258,2714759.162,1235568.872,Zil
32259,2715781.939,1235393.666,Goldingen
32260,2714299.377,1235771.503,Hummelbüel
32261,2713531.695,1236427.552,Diezikon
32262,2714353.961,1235893.073,Wolfertingen
32264,2713368.337,1236540.499,Bebikon
32265,2713099.4,1236629.881,Morgen
32266,2713590.129,1236801.899,Töbeli
32267,2713930.12,1235529.48,Hubertingen
32268,2713033.125,1236909.629,Nahren
32269,2714761.269,1236183.968,Huzlen
32270,2713528.308,1235644.237,Bartliweid
32272,2713454.44,1235817.684,Altweid
32273,2715364.446,1237680.556,Obersack
32274,2714160.072,1237762.516,Chrinnen
32275,2714668.305,1237186.872,Tann
32277,2713762.026,1237319.906,Faltigberg
32278,2707460.053,1237833.26,Felsenhof
32283,2707982.737,1234258.798,Obermoos
32284,2707812.449,1236837.299,Ettenbol
32286,2707858.908,1234063.364,Moos
32287,2708620.664,1237231.048,Oberdürnten
32288,2709291.139,1235799.021,Schlad
32289,2708881.654,1235798.1,Platten
32290,2709108.85,1235930.139,Hosberg
32292,2708854.153,1234318.906,Rossweid
32294,2709176.563,1235156.265,Weierbach
32295,2708591.837,1235339.219,Neu York
32296,2711029.399,1235698.332,Batzberg
32297,2709790.591,1234611.642,Dachsegg
32298,2710411.257,1234599.822,Honegg
32299,2710982.825,1234724.278,Ebnet
32300,2710354.557,1235085.955,Grossweiher
32301,2710775.795,1235223.344,Mettlen
32302,2710284.983,1234245.127,Alee
32303,2710705.214,1234104.704,Oberbösch
32304,2711716.55,1235061.104,Hiltisberg
32305,2711342.609,1235067.269,Tannenboden
32306,2709064.831,1234095.431,Sonnenfeld
32307,2711422.117,1235460.148,Güntisberg
32308,2711374.001,1235848.729,Gart
32309,2711193.239,1234598.573,Chraueren
32310,2711636.7,1235247.854,Neuguet
32311,2710892.776,1234062.435,Maiacher
32312,2709701.666,1234100.57,Altweid
32313,2711624.227,1234379.499,Unterlütschbach
32314,2711482.563,1234473.324,Wüeri
32315,2712026.452,1234441.697,Oberlütschbach
32319,2708453.388,1234900.05,Chüeweid
32322,2709204.971,1236231.744,Sunnenberg
32323,2710932.375,1236313.132,Chis
32324,2710093.421,1236324.068,Oberwis
32325,2710664.436,1236487.604,Tonacher
32326,2709981.318,1236622.777,Grundtal
32327,2709865.074,1236075.279,Büel
32330,2710751.44,1237531.792,Tänler
32331,2712336.018,1237735.454,Vorderwald
32333,2711186.047,1236315.173,Neuholz
32335,2712470.085,1236707.057,Steig
32336,2710864.585,1236750.621,Tüfenhof
32338,2711572.281,1237116.245,Wald
32339,2712549.639,1237281.346,Silmatt
32340,2711016.133,1236981.577,Feld
32341,2712759.364,1235969.082,Laupen
32343,2712506.628,1234772.652,Neufeld
32344,2712183.5,1234750.605,Grosswisli
32345,2712309.218,1235374.768,Chapf
32346,2709068.991,1241319.674,Allmen
32347,2708966.579,1241870.48,Holenstein
32348,2707763.074,1241765.754,Eretstock
32349,2709909.212,1241348.345,Geissrain
32350,2708559.207,1241367.182,Girriet
32351,2707460.141,1241407.22,Weid
32352,2707775.566,1238105.039,Grüt
32355,2707662.051,1239271.105,Tarn
32357,2707472.988,1240060.788,Balzenbüel
32358,2707909.088,1240182.922,Vorderbernegg
32359,2707894.752,1241278.537,Triemen
32360,2708413.452,1240037.655,Grund
32361,2709905.103,1240618.821,Egghof
32362,2708479.628,1238527.662,Spiegelberg
32363,2709315.471,1238622.067,Orn
32364,2708726.311,1238718.095,Tannweid
32365,2708348.208,1238846.207,Wissenbach
32366,2708845.131,1239179.726,Schwendi
32368,2707869.243,1239576.763,Wernetshausen
32369,2708727.28,1239834.965,Moos
32370,2708500.908,1240376.422,Langmatt
32371,2708767.891,1240418.843,Schaugen
32372,2708345.792,1240855.321,Girenbad
32373,2708792.923,1240828.78,Boden
32374,2710398.172,1241829.177,Lee
32375,2711093.463,1241857.587,Seelisberg
32376,2710509.616,1241184.926,Auen
32377,2710596.224,1241070.336,Obermoos
32378,2712037.183,1241700.448,Fröschau
32379,2712291.174,1241564.37,Leeberg
32380,2715839.564,1238141.41,Studenweid
32381,2715341.89,1239981.308,Boalp
32382,2715715.002,1240401.636,Schwämi
32383,2710974.887,1240790.486,Bettschwändi
32384,2712832.368,1240515.856,Loch
32385,2714363.836,1239080.169,Ger
32388,2713330.139,1238961.914,Steinweid
32389,2712201.901,1240485.498,Raad
32390,2709998.402,1241032.134,Schufelberg
32391,2711006.925,1241313.06,Untermoos
32392,2711548.5,1241334.046,Gibswil
32393,2711772.42,1240113.773,Neutal
32394,2710773.37,1240270.363,Blegi
32395,2712591.602,1240342.241,Eggschwändi
32396,2710150.97,1240375.398,Amslen
32397,2711250.2,1240552.912,Tanneregg
32398,2711732.703,1240391.461,Breiten
32399,2711028.593,1240040.394,Büel
32400,2712513.901,1240074.656,Steinchramen
32401,2714065.111,1239862.826,Unterscheidegg
32402,2713855.285,1240266.947,Scheidegg
32403,2712297.243,1240837.382,Ämet
32404,2712689.626,1240762.86,Beizi
32405,2710604.244,1240911.321,Niderhus
32406,2712370.044,1241018.001,Nasen
32407,2712220.251,1240126.893,Huebhansen
32408,2710699.185,1239936.239,Oberbüel
32409,2713037.954,1238836.965,Aa
32410,2712761.632,1238860.118,Hüebli
32411,2711511.582,1240786.204,Ried
32412,2713945.273,1239198.01,Fälmis
32413,2710749.607,1239381.658,Sennweid
32414,2711838.081,1239722.897,Aatal
32415,2712443.593,1239768.338,Boden
32416,2712686.846,1239782.444,Hischwil
32417,2710517.142,1239529.668,Hintersennenberg
32418,2712254.603,1239748.059,Hundsruggen
32419,2714717.365,1239455.108,Marchstein
32420,2712674.703,1239125.638,Vordererli
32421,2712446.911,1239114.89,Haltbergholz
32422,2712572.756,1239363.107,Hintererli
32423,2710574.633,1239145.393,Vordersennenberg
32424,2711044.83,1239155.135,Hueb
32425,2711809.663,1239128.253,Jonatal
32426,2712937.477,1238174.26,Niederholz
32427,2712066.961,1238063.349,Unterhaltberg
32428,2712207.97,1238297.651,Oberhaltberg
32429,2714850.045,1238225.231,Farneralp
32430,2711638.52,1238241.933,Mettlen
32431,2710534.004,1238113.397,Bachtelhörnli
32432,2712311.209,1238474.55,Lueget
32433,2713704.006,1238534.862,Oberholz
32434,2711111.795,1238460.929,Dieterswil
32435,2711370.19,1238562.232,Halden
32436,2714049.547,1238711.709,Hintergaden
32437,2713106.932,1238725.164,Tüfi
32438,2710184.573,1238645.169,Unterbachtel
32439,2711655.983,1238693.139,Rietwies
32440,2710988.117,1238675.013,Wissgass
32441,2718813.176,1242003.216,Vettigen
32442,2719269.085,1241924.552,Chleinenwis
32443,2721905.784,1241982.415,Krinau
32444,2721595.789,1241786.344,Dickli
32445,2721341.015,1241574.97,Dicken
32446,2719203.192,1241564.383,Erlen
32447,2720676.501,1241769.004,Unterälpli
32448,2718685.455,1241315.686,Kamm
32449,2718126.51,1238098.532,Kohlrüti
32450,2717849.159,1238340.686,Schutt
32451,2716866.586,1238546.877,Hintergoldingen
32452,2718662.803,1238649.448,Mittelaltschwand
32453,2718192.374,1238945.152,Tann
32454,2718490.74,1239155.398,Untermüsliegg
32455,2717307.753,1238381.819,Chopfrain
32457,2718144.758,1238623.628,Vorderaltschwand
32458,2719037.122,1238633.655,Hinteraltschwand
32459,2716469.902,1238756.353,Töbeli
32460,2717859.152,1238688.188,Enkrinnen
32462,2721973.394,1239771.697,Tüftobel
32463,2721107.323,1239198.583,Hinterrumpf
32464,2719956.21,1239309.755,Obertweralp
32465,2721952.571,1239424.058,Vorderrumpf
32466,2721703.832,1238595.407,Vordereggli
32467,2721243.492,1240780.012,Altschwil
32468,2721439.631,1240565.968,Dreischlatt
32469,2721800.358,1240960.244,Schaufelberg
32470,2721581.871,1240061.949,Alp Geisschopf
32471,2717819.646,1240446.187,Habrüti
32472,2716978.609,1240322.498,Haberacker
32473,2717327.593,1240145.463,Grossboden
32474,2717609.242,1239614.501,Chamm
32475,2719207.859,1239833.556,Chrüzegg
32476,2718100.641,1241037.11,Hinterchreuel
32477,2720101.52,1240385.298,Schwämmli
32478,2718005.795,1239360.076,Oberchamm
32479,2718640.143,1239364.142,Obermüsliegg
32482,2724640.148,1241647.154,Sonnenberg
32483,2723660.415,1241686.032,Mösli
32484,2722767.395,1241776.029,Grubenweid
32485,2722363.078,1242067.249,Schlattbühl
32486,2723150.186,1242141.418,Gruben
32487,2723785.421,1241335.532,Hochsteig
32488,2722923.854,1241422.574,Alpbach
32489,2722457.551,1241408.721,Schwendi
32490,2724905.371,1241395.814,Buntberg
32491,2708886.486,1242054.321,Platten
32492,2711342.336,1241919.943,Gubel
32493,2722389.271,1239620.695,Hinterloch
32494,2722239.112,1238259.07,Hochlaad
32495,2722957.351,1239870.778,Steintal
32496,2722323.341,1240218.377,Stämisegg
32497,2722859.746,1240701.559,Laubengaden
32498,2723539.595,1240994.239,Blattersberg
32499,2723151.186,1241147.308,Egetli
32500,2722331.106,1241181.113,Rotenfluh
32503,2719213.89,1232564.695,Haslen
32504,2718797.026,1231351.045,Bachtel
32507,2723476.513,1239270.524,Schlossweid
32508,2723284.611,1239482.725,Vorderloch
32509,2724168.395,1238362.368,Vorderhummelwald
32510,2722706.013,1238688.562,Vorderlaad
32511,2724449.894,1238572.519,Landhus
32512,2718818.354,1230509.638,Blatten
32517,2695213.271,1234633.62,Männedorf
32520,2691105.862,1231776.888,Unterchalchtaren
32521,2690396.123,1231946.157,Neubüel
32522,2690069.412,1232041.706,Hegimoos
32524,2690221.511,1232208.672,Dächenwis
32529,2690477.859,1233078.095,Langacher
32530,2690893.366,1233105.971,Steinacher
32532,2691435.011,1233185.536,Au
32535,2692047.079,1230606.863,Hinterwiden
32536,2692803.62,1230169.898,Wändel
32539,2692508.786,1230531.888,Herrlisberg
32540,2690591.443,1230114.436,Mugeren
32541,2691316.115,1230168.333,Schluchtal
32542,2691755.496,1230170.05,Gisibach
32545,2690943.454,1230225.479,Hessen
32546,2690802.746,1230397.15,Aahalden
32547,2691142.814,1230459.263,Waggital
32549,2692754.858,1230578.801,Grundhof
32550,2692240.501,1230830.253,Neuhof
32551,2690579.988,1230500.705,Äppli
32552,2690183.002,1230504.801,Sennhus
32553,2692540.395,1230840.734,Furthof
32556,2690448.358,1230781.524,Chotten
32560,2691427.616,1230963.045,Ödischwänd
32561,2690942.075,1231275.351,Oberchalchtaren
32562,2690696.9,1231238.984,Stocken
32563,2690212.607,1231392.485,Chüefer
32565,2693022.424,1231453.762,Wädenswil
32566,2690626.87,1231606.494,Luggenbüel
32567,2690043.02,1232749.175,Ausserrietwies
32568,2701770.912,1233154.698,Morgensonne
32573,2701471.656,1230442.648,Ufenau
32575,2699743.126,1233657.525,Widmen
32577,2698736.534,1233464.006,Hüttenacher
32579,2698381.753,1233682.503,Rhyner
32580,2698094.03,1233709.012,Aberen
32583,2699627.369,1232644.201,Uerikon
32590,2700052.719,1233224.254,Wellenberg
32591,2697537.756,1233201.878,Stäfa
32592,2698308.558,1233308.49,Furen
32594,2698393.265,1233480.232,Frohberg
32596,2701354.101,1232364.592,Schirmensee
32597,2701310.399,1232613.144,Oberschirmensee
32602,2700706.179,1232428.636,Risi
32603,2696439.603,1233825.582,Mutzmalen
32604,2700336.86,1233442.349,Grüt
32605,2707018.328,1232707.093,Untertägernau
32607,2702236.054,1233845.005,Holzschlag
32608,2702583.298,1230911.191,Lützelau
32611,2703733.323,1233649.481,Balm
32612,2703514.503,1233191.63,Höcklistein
32613,2702904.566,1233518.651,Schlatt
32615,2702151.785,1232438.661,Horn
32617,2702122.151,1232898.055,Feldbach
32619,2702648.966,1233117.156,Goldenberg
32620,2702761.258,1233315.601,Tal
32621,2702178.64,1233407.804,Sandhof
32622,2703507.029,1233413.931,Felsenhof
32623,2703133.003,1233636.32,Uf Dorf
32624,2702094.599,1233721.692,Schleipfi
32625,2703175.085,1233778.366,Schwösterrain
32626,2702783.741,1233848.515,Schönenberg
32627,2703167.155,1233942.411,Bühl
32634,2705625.873,1232209.072,Jona
32645,2705959.109,1233936.461,Hüllistein
32646,2703142.622,1230004.745,Hurden
32647,2707104.616,1237802.209,Chatzentobel
32648,2707188.873,1238009.159,Birch
32653,2707009.74,1236928.327,Chräenbüel
32654,2706955.406,1237241.497,Räbschacher
32655,2707111.479,1237340.756,Landetspiel
32656,2707198.584,1235012.67,Rüti
32657,2702419.319,1237822.628,Ermisriet
32659,2697192.337,1238035.082,Hinterbäpur
32660,2697482.033,1237880.62,Rohrbüel
32661,2698416.845,1237914.756,Rohracher
32662,2698024.003,1237942.212,Oberrohr
32666,2697278.103,1236427.796,Oetwil
32670,2696372.244,1235081.693,Widenbad
32677,2697069.68,1234504.358,Wannen
32678,2698997.358,1235216.331,Chüeweid
32679,2700180.561,1235605.446,Herrgass
32682,2698297.103,1235511.721,Brunisberg
32683,2698809.274,1235724.374,Frauwis
32684,2699434.129,1235722.002,Dändlikon
32685,2699895.538,1235830.676,Haflen
32687,2699863.22,1234677.109,Breitacher
32689,2699175.049,1234884.178,Seeweid
32691,2700141.865,1234846.996,Buen
32692,2699687.104,1235097.604,Hinterwald
32693,2698192.237,1235224.002,Gunten
32694,2700056.314,1235233.062,Rain
32695,2698578.658,1235370.024,Ützikon
32697,2700849.675,1234229.134,Hombrechtikon
32700,2700354.319,1236727.037,Tannsberg
32701,2701839.519,1237647.591,Ammentännli
32702,2701221.157,1235550.978,Hasel
32703,2701484.859,1235585.084,Zelg
32704,2701962.228,1235686.589,Unterbösch
32705,2701686.786,1235765.007,Neuacher
32706,2701379.909,1235875.595,Richttanne
32707,2702023.223,1235999.249,Mettlen
32708,2701420.203,1236024.256,Neuweid
32709,2700569.246,1236101.866,Hueb
32710,2701116.728,1236194.638,Adletshusen
32711,2702232.648,1236251.068,Chnebel
32712,2700655.425,1236306.279,Spilhalden
32713,2701533.289,1236737.009,Reipen
32714,2701244.187,1237159.149,Brugglen
32715,2701527.04,1237298.524,Rietli
32721,2696905.269,1237640.732,Vorderbäpur
32722,2697294.693,1237780.124,Bäpur
32723,2697299.949,1237306.071,Paradis
32726,2698207.412,1237371.415,Lindist
32727,2699071.522,1236801.869,Heispel
32728,2698421.845,1236829.996,Riet
32729,2699509.6,1236032.081,Niggenberg
32730,2697537.874,1236230.616,Neuhus
32731,2699116.122,1236280.508,Heggen
32732,2697985.644,1236484.167,Eichholz
32733,2698708.148,1236533.3,Holzhusen
32735,2697870.436,1236780.544,Schachen
32737,2700140.838,1237507.403,Grüningen
32738,2698789.656,1237047.005,Buechholz
32740,2697981.869,1237279.466,Frobüel
32742,2697532.995,1237515.317,Rinderweid
32743,2698589.532,1237685.078,Schoren
32744,2697962.506,1237676.32,Summerau
32745,2698884.769,1237710.49,Näsplen
32746,2696535.503,1237595.729,Felsengrund
32747,2696363.917,1237417.244,Auee
32750,2696436.303,1236980.719,Neuguet
32751,2696681.821,1237542.21,Etzikon
32755,2695201.108,1237724.132,Ausservollikon
32756,2695811.028,1237742.696,Unterneuhus
32757,2693976.373,1237997.101,Vorderpfannenstiel
32758,2692265.911,1237906.945,Neuacher
32759,2693091.139,1237895.946,Hinterpfannenstiel
32760,2691053.157,1237897.498,Warzhalden
32764,2695525.213,1237391.087,Balmholz
32767,2695509.289,1236696.806,Oberchrüzlen
32768,2695848.238,1236758.503,Unterchrüzlen
32770,2695394.143,1237155.067,Sunnenberg
32772,2692988.19,1237389.859,Bundi
32773,2691866.874,1237446.835,Langjoch
32778,2692433.772,1236664.152,Hohenegg
32780,2690330.669,1236686.443,Hecht
32782,2692484.294,1236887.851,Bäpfert
32783,2692766.893,1237098.077,Chilchbüel
32784,2692999.072,1237118.304,Pünten
32785,2691106.264,1237066.64,Auf der Burg
32786,2691947.658,1237115.133,Erlen
32787,2690418.167,1237199.333,Tannacher
32788,2691877.17,1237298.423,Bannacher
32789,2692625.117,1237351.198,Bezibüel
32790,2693123.235,1237611.007,Roren
32791,2691802.975,1237730.473,Buechstud
32796,2693691.511,1242071.401,Bachlen
32797,2694632.646,1241850.124,Letzi
32798,2694047.384,1238516.476,Unterschaubigen
32799,2693022.495,1241982.043,Hinterwannwis
32800,2693191.184,1241656.767,Vorderwannwis
32802,2690685.278,1241806.232,Wangen
32803,2691911.347,1238134.368,Toggwil
32804,2692131.808,1238048.317,Breiti
32805,2695614.229,1238769.31,Ämet
32806,2695727.974,1239888.221,Sandgrueb
32807,2695446.245,1239520.983,Lesirain
32808,2695703.167,1239584.188,Tüfental
32809,2695277.13,1239783.496,Lätten
32810,2695904.262,1239711.519,Lurwies
32811,2694689.937,1238283.392,Mittlisberg
32812,2695796.987,1238176.977,Im Ausserämet
32813,2695030.948,1238449.103,Innervollikon
32815,2694685.245,1238633.875,Im Fischer
32816,2695763.709,1238446.285,Im Mittelämet
32817,2694718.372,1238770.156,Zelg
32821,2695949.337,1239105.764,Asp
32823,2694643.49,1239425.777,Egg
32824,2690239.547,1238934.19,Wetzwil
32826,2691395.104,1238617.542,Arbach
32827,2691431.164,1239219.553,Felsengrund
32828,2691180.019,1239409.561,Hasenacker
32829,2693599.881,1239853.557,Haslen
32831,2690751.486,1240010.959,Rütihof
32832,2695200.568,1240064.054,Breitacher
32833,2692424.268,1240084.823,Vorderguldenen
32834,2693543.183,1240165.399,Bollerrain
32835,2694116.619,1240307.176,Hinteregg
32838,2695171.191,1240483.545,Hostig
32840,2694599.973,1240629.503,Eggbüel
32841,2695651.6,1240636.113,Weid
32842,2693910.399,1240781.434,Güetli
32843,2692113.434,1240907.6,Hinterguldenen
32844,2694566.116,1240745.898,Oberhalden
32845,2690776.673,1240919.431,Hohrüti
32846,2694970.644,1240981.766,Unterhalden
32847,2690540.422,1240997.358,Bunzenhalden
32848,2695550.448,1241005.232,Iserig
32849,2693664.016,1241020.901,Eichholz
32850,2693269.98,1240987.742,Neuhaus
32851,2691021.545,1241128.799,Langacher
32852,2692874.119,1241322.599,Im Heuberg
32853,2694173.07,1241433.469,Neuguet
32854,2690571.382,1241468.634,Wiserholz
32855,2695281.206,1241434.856,Rällikon
32856,2690873.405,1241558.776,Neuhus
32859,2700154.311,1241931.107,Rain
32860,2699731.519,1242022.937,Bertschikon
32861,2698324.761,1241733.136,Im Lindhof
32862,2699052.351,1242029.741,Steinacher
32863,2702915.414,1242602.423,Wetzikon
32864,2697922.26,1241591.753,Lindenmatt
32865,2697015.641,1238336.609,Erzacher
32866,2697253.423,1239139.371,Hottental
32867,2697361.998,1239439.99,Burg
32868,2702127.194,1239984.159,Hundsruggen
32870,2702418.271,1240595.459,Allenberg
32874,2701890.029,1241400.257,Steinacher
32876,2697412.894,1240228.181,Buechholz
32878,2698775.171,1240580.015,Grüenau
32879,2698716.352,1240523.998,Chrummacher
32880,2696943.827,1240612.076,Mönchaltorf
32881,2698253.443,1240741.43,Heizibüel
32882,2698086.365,1240964.542,Im Eichhof
32884,2698102.66,1241156.171,Hinterrüti
32885,2697588.138,1241261.96,Chilchli
32886,2697505.31,1241276.526,Platten
32887,2697744.043,1241283.164,Hänsler
32888,2699153.583,1241381.297,Langfuhr
32890,2699834.497,1239325.234,Hessenwis
32891,2702309.687,1238476.058,Sibleten
32892,2698397.604,1239539.825,Schwobshof
32893,2697970.674,1239536.641,Brand
32894,2700998.049,1238085.767,Langmatt
32895,2697917.968,1238224.84,Rohr
32896,2700489.086,1238172.259,Sonnenhof
32897,2698299.361,1238320.962,Hinterholz
32898,2698688.976,1238211.949,Bächelsrüti
32899,2700187.233,1238259.661,Büel
32900,2701464.915,1238252.658,Saren
32902,2700826.576,1238313.569,Zelgli
32903,2702007.955,1238299.381,Zweibollen
32904,2701262.092,1238384.187,Hanfgarten
32905,2699908.903,1238578.753,Roggesbüel
32906,2700562.395,1238531.592,Oberhof
32907,2697481.396,1238538.929,Lurweid
32908,2697919.623,1238671.388,Leerüti
32909,2698027.169,1238729.158,Herti
32910,2700722.383,1238879.561,Chindlismüli
32911,2698747.703,1238868.424,Jungholz
32913,2702382.737,1238993.937,Pünt
32914,2697966.99,1239065.012,Im Leerütiacher
32915,2700910.157,1239024.105,Hartmis
32916,2699589.963,1239008.168,Tägernau
32918,2700461.593,1239176.958,Breiti
32919,2700946.193,1239225.483,Wiberg
32920,2700708.142,1239490.81,Altrüti
32921,2700215.787,1239505.657,Au
32923,2702971.037,1239391.508,Nasswis
32924,2702737.097,1239485.486,Brüschweid
